caseid,weight,REGNRACE,SEXAGEWT,ADJWT,MSUEWT,STATEWT,EADJWT,EMSUEWT,ESTATEWT,CC1,CC2,CC3,CC4,CC5,CC6,A1,PO1,PO2,vote,vote1,vote1a,vote3,vote3a,vote4,vote4a,perception_a,perception_b,perception_c,vote5,vote5a,vote5b,vote5c,bever_vote6a,bever_vote6b,bever_vote6c,bever_vote6d,bever_vote6e,bever_vote6f,bever_vote6g,D10,D11,D12,P4a,caseapproval1,requity_a,requity_b,requity_c,requity_d,requity_e,requity1,UN1,UN2,UN3,demo_county,demo_Detroit,cellular2,NEAL1,NEAL2,NEAL3,Q4a,Q4b,Q4c,Q4d,mcan0,mcan1,mcan2,mcan_treatment,mcan3a,mcan4a,mcan3b,mcan4b,mcancovid,inputstate,region,CD1,CD2,CD3,CD5a,CD4_1,CD4_2,CD4_3,CD4_4,CD4_5,CD4_6,CD6,CD6_t,CD7,partyid,ideology,CD8,CD8_t,CD10,CD11,CD15,CD15_t,inc,X1,X1_t,child18,presvote16post,presvote20post,inputzip,votereg,newsint,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1949963221,0.6331143,1.043730818,1.39821893,1.39821893,1.394630761,1.340080605,0.926798569,.9214387292113499,0.957257181,Better off,Better off,Good,Go down,About the same,Neither good nor bad/Stay the same,Income inequality,Good,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Somewhat conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,Codifying abortion rights,Disapprove,"Yes, treated less fairly",I don’t know,"Yes, treated less fairly",I don’t know,"Yes, treated less fairly","I believe in most situations, there is a base assumption of competence and legitimacy assumed in me because of my race (and other identities).",No,No,No,Kalamazoo County,not asked,City of Kalamazoo,No,Don't know,not asked,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1996,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,Member of an unmarried couple,__NA__,2,0,Work full-time,__NA__,"$60,000 to $69,999",A suburb,__NA__,No,Hillary Clinton,Joe Biden,49008,Yes,Most of the time,Seldom,No,Not too important,Never,8-Sep-22,8-Sep-22
1949088305,0.885098839,1.157761737,0.812628905,0.812628905,0.844160101,0.844160101,0.623159604,0.68063783,0.68063783,Worse off,Worse off,Poor,Stay about the same,About the same,Neither good nor bad/Stay the same,Living paycheck to paycheck or worse,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Seldom,Some of the time,Some of the time,Abortion rights,Disapprove,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","I’m in a biracial marriage, we are not excepted anywhere. Won’t rent to us, no county/state agency support, the list is so long on how we’ve been mistreated it won’t fit in this box.",not asked,Yes,not asked,Wayne County,Yes,__NA__,Yes,not asked,not asked,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1956,2nd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Closer to the liberal side,Married or Remarried,__NA__,1,0,Retired,__NA__,"$10,000 to $19,999",Urban community,__NA__,No,Hillary Clinton,Joe Biden,48202,Yes,Most of the time,Never,No,Very important,Seldom,8-Sep-22,8-Sep-22
1949822061,0.405014963,0.933840689,0.987230536,0.987230536,0.984697063,1.015738968,0.85626825,0.8513163,0.754046254,Worse off,Better off,Not so good,Stay about the same,Better than,Good times,Lack of innovation and good paying jobs,Good,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,I don’t know,Jocelyn Benson,Moderate but closer to the conservative side,Somewhat liberal,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time, ,Disapprove,"No, not treated less fairly",I don’t know,I don’t know,I don’t know,I don’t know, ,No,No,No,Isabella County,not asked,Chippewa,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Somewhat unimportant,Strongly disagree,Treatment Group 1 (mcan3/4a),16,Somewhat unlikely,not asked,not asked,Some,Michigan,Midwest,Female,1975,Some post graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,Other,Non denominational Christian,Independent,Lean Democrat,In the middle,Married or Remarried,__NA__,3,2,Work full-time,__NA__,"$70,000 to $79,999",Rural community,__NA__,Yes,Jill Stein,Joe Biden,48858,Yes,Some of the time,Seldom,Yes,Not too important,A few times a month,8-Sep-22,8-Sep-22
1950359515,0.65906569,1.157761737,.9167047505104789,.9167047505104789,0.914352263,0.926217032,.6304794557144729,0.626833282,0.679528369,Better off,About the same,Good,Go down,About the same,Neither good nor bad/Stay the same,Threat to Democracy,Good,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Nearly always or most of the time,Green jobs/infrastructure,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I don’t know,I recognize that I am a beneficiary of inherent structural white privilege.,No,No,No,Oakland County,not asked,Ferndale,No,No,No,Disagree,Strongly disagree,Neither agree nor disagree,skipped,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1962,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,Married or Remarried,__NA__,2,0,Work full-time,__NA__,"$100,000 to $149,999",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48220,Yes,Most of the time,Never,No,Not at all important,Never,8-Sep-22,8-Sep-22
1950323163,0.866982646,1.157761737,0.812628905,0.812628905,0.810543502,0.821061232,0.586318988,0.582928202,0.631932385,About the same,Better off,Excellent,Go up,About the same,Neither good nor bad/Stay the same,Covid-19,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the conservative side,In the middle,In the middle,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Some of the time,Some of the time,Some of the time,Covid-19,Disapprove,I don’t know,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I'm not. But I have been treated less fairly because of my sex (female).,not asked,Yes,No,Washtenaw County,not asked,Ypsilanti,No,No,No,Disagree,Strongly disagree,Disagree,Disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1959,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,Jewish,__NA__,Democrat,Not a very strong Democrat,Somewhat liberal,Married or Remarried,__NA__,2,0,Retired,__NA__,"$100,000 to $149,999",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48197,Yes,Most of the time,Seldom,No,Not too important,Seldom,8-Sep-22,8-Sep-22
1950287543,0.709551701,0.948571804,1.179745701,1.179745701,1.176718187,1.139556117,0.952407809,0.946899867,0.827767169,Better off,Better off,Good,Go down,Better than,Good times,high costs for basics (food etc.),Good,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Somewhat liberal,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal only under certain circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Some of the time,Seldom,Some of the time,state budget,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","No, not treated less fairly","No, not treated less fairly","Yes, treated less fairly", ,No,No,No,Kent County,not asked,Gaines Township,Yes,not asked,not asked,Neither agree nor disagree,Disagree,Agree,Disagree,Yes,Somewhat important,Somewhat disagree,Treatment Group 2 (mcan3/4b),not asked,not asked,2,Very likely,Not at all,Michigan,Midwest,Male,1989,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,Married or Remarried,__NA__,2,2,Work full-time,__NA__,"$150,000 or More",A suburb,__NA__,Yes,Hillary Clinton,Joe Biden,49508,Yes,Some of the time,Once or twice a month,Yes,Very important,Several times a day,8-Sep-22,8-Sep-22
1950401385,0.74096554,0.933840689,0.73672724,0.73672724,0.734836619,0.758001844,.6389957785245231,0.635300353,0.562711945,About the same,About the same,Just fair,Go down,About the same,Neither good nor bad/Stay the same,Drugs,Fair,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,Abortion access and fix the damn roads,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",White privilege is real,not asked,No,No,Bay County,not asked,Bay City,Yes,not asked,not asked,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1971,Some post graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,Married or Remarried,__NA__,2,0,Disabled,__NA__,"$50,000 to $59,999","Small city or town, village",__NA__,No,Hillary Clinton,Joe Biden,48708,Yes,Some of the time,Never,No,Not at all important,Seldom,8-Sep-22,8-Sep-22
1950227019,0.866982646,0.870814975,0.611221978,0.611221978,0.609653434,0.656689956,0.546730044,0.543568208,0.443500977,Better off,Better off,Good,Go down,Better than,Good times,Affordable workforce housing,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,"Affordable workforce housing, living wage, equal rights for everyone",Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I am a white female. Females do not have equal rights in this country. I am a lesbian. People are working to take away my marriage rights.,not asked,Yes,Yes,Leelanau County,not asked,Kasson,Yes,not asked,not asked,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1961,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Closer to the liberal side,Married or Remarried,__NA__,2,0,Retired,__NA__,"$100,000 to $149,999",Rural community,__NA__,No,Hillary Clinton,Joe Biden,49664,Yes,Most of the time,Seldom,No,Not too important,Several times a day,8-Sep-22,8-Sep-22
1949243507,1.433051757,0.948571804,0.995084,0.995084,0.992530372,0.961185159,1.422684337,1.414456702,1.236499085,About the same,Better off,Just fair,Go up,About the same,Neither good nor bad/Stay the same, ,Poor,Poor,Very likely,Tudor Dixon,not asked,I don’t know,Matthew DePerno,I don’t know,Kristina Karamo,Very liberal,Very liberal,Moderate but closer to the conservative side,I don’t know,I don’t know,Illegal in all circumstances,Pro-life,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Almost never,Almost never,Almost never, ,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly", ,No,Yes,No,Kent County,not asked,Kentwood,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1978,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Very conservative,Married or Remarried,__NA__,5,0,Work full-time,__NA__,"$40,000 to $49,999",Rural community,__NA__,No,Donald Trump,Donald Trump,49548,Yes,Only now and then,Once a week,Yes,Very important,Once a day,8-Sep-22,8-Sep-22
1950462133,0.738828068,0.948571804,1.030220544,1.030220544,1.027576748,0.995124731,1.472919505,1.464401351,1.280160028,Worse off,Better off,Not so good,Stay about the same,Better than,Neither good nor bad/Stay the same,Inflation,Poor,Poor,Very likely,Neither,not asked,Neither,not asked,Neither,not asked,In the middle,In the middle,Somewhat liberal,Oppose,not asked,Legal only under certain circumstances,Pro-choice,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Nearly always or most of the time,Almost never,Almost never,Inflation,Disapprove,"No, not treated less fairly","No, not treated less fairly","Yes, treated less fairly","No, not treated less fairly",I don’t know,Never,not asked,not asked,No,Kent County,not asked,Kentwood,Yes,not asked,not asked,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Yes,Very important,Somewhat agree,Treatment Group 1 (mcan3/4a),14,Somewhat likely,not asked,not asked,Some,Michigan,Midwest,Female,1988,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Independent,Lean Republican,Very conservative,Other, ,5,4,Other,Disabled,"Less than $10,000",Other, ,Yes,Did not vote for President,Did not vote for President,49508,Yes,Don't know,Never,No,Not at all important,Don't know,8-Sep-22,8-Sep-22
1950469577,2.357325333,1.157761737,0.913383428,0.913383428,0.911039464,.9228612450032611,1.167102726,1.160353165,1.257898898,Worse off,Worse off,Just fair,Go up,Worse than,Bad times,Our president is destroying the country,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Neither,not asked,Very liberal,Very liberal,Somewhat conservative,I don’t know,Oppose,Legal only under certain circumstances,Pro-life,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Almost never,Seldom,Almost never, ,I don’t know,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly", ,No,No,No,Macomb County,not asked,Sterling Heights,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1970,Did not graduate high school,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Republican,Strong Republican,Closer to the conservative side,Married or Remarried,__NA__,3,0,Work part-time,__NA__,skipped,A suburb,__NA__,No,Donald Trump,Donald Trump,48313,Yes,Hardly at all,Never,No,Not too important,Never,8-Sep-22,8-Sep-22
1948085885,1.558252577,0.918850963,0.727537468,0.727537468,.7256704303614619,0.704615178,0.865414082,0.86040924,0.830189684,Worse off,About the same,Not so good,Go up,Worse than,Bad times,Road Work,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,I don’t know,Oppose,Illegal in all circumstances,Pro-life,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Almost never,Almost never,Almost never,Stop cheating when voting,Approve,I don’t know,"Yes, treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","Stopped more often, Watched in stores more,",not asked,Yes,No,Menominee County,not asked,Carney,No,No,No,Disagree,Disagree,Disagree,Disagree,No,Somewhat unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1960,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,skipped,skipped,Member of an unmarried couple,__NA__,2,0,Disabled,__NA__,"$40,000 to $49,999",Rural community,__NA__,No,Donald Trump,Donald Trump,49812,Yes,Most of the time,Once a week,Yes,Very important,Several times a day,8-Sep-22,8-Sep-22
1950470953,1.558252577,0.948571804,1.324184992,1.324184992,1.320786812,1.279074895,1.89320424,1.882255506,1.645442528,Worse off,Worse off,Just fair,Go up,Worse than,Bad times,Inflationary spending and debt,Poor,Poor,Somewhat likely,I don't know,Tudor Dixon,Neither,not asked,Jocelyn Benson,not asked,Very liberal,Very liberal,Very conservative,Support,not asked,Legal only under certain circumstances,Pro-choice,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Seldom,Seldom,Some of the time,High taxes,Disapprove,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","I'm not, you are treated how you act or present yourself. Don't be a dick or act entitled you will be treated fairly",No,Yes,Yes,Kent County,not asked,Belmont,Yes,not asked,not asked,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Very unimportant,Strongly disagree,Treatment Group 2 (mcan3/4b),not asked,not asked,17,Very likely,Not at all,Michigan,Midwest,Male,1970,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,In the middle,Married or Remarried,__NA__,3,1,Work part-time,__NA__,"$100,000 to $149,999",Rural community,__NA__,Yes,Donald Trump,Donald Trump,49306,Yes,Some of the time,Once a week,Yes,Very important,A few times a month,8-Sep-22,8-Sep-22
1950471177,1.165418392,1.043730818,1.457024844,1.457024844,1.453285764,1.396441352,1.09286731,1.086547065,1.128783659,Worse off,About the same,Just fair,Go up,Worse than,Neither good nor bad/Stay the same,inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,Oppose,not asked,Legal only under certain circumstances,Pro-life,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Almost never,Almost never,Almost never,inflation,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I'm white,No,No,No,Eaton County,not asked,Bellevue,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat unimportant,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1964,1st year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Neither,Very conservative,Married or Remarried,__NA__,3,0,Work full-time,__NA__,"$30,000 to $39,999",Urban community,__NA__,No,Donald Trump,Donald Trump,49021,Yes,Most of the time,Seldom,Yes,Very important,Once a day,8-Sep-22,8-Sep-22
1950202141,0.73964464,1.157761737,1.223953672,1.223953672,1.22081271,1.236654153,0.841795185,0.836926935,.9072836619024111,Worse off,Worse off,Poor,Go up,Worse than,Bad times,"Prices of every thing, immigration, gun control, nobody cares about anyone else it's all tied together",Poor,Poor,Very likely,Neither,not asked,Neither,not asked,Neither,not asked,Very conservative,Very conservative,Very conservative,Oppose,not asked,Legal only under certain circumstances,Pro-life,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Almost never,Almost never,Almost never,Equality for all,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I was actually denied help because my husband made supposedly made too much money( $50)we are white while the colored lady next to me. received help and her income was the same. Her husband worked at the same shop as my husband. She was black and I was white. We both had 2 kids.,not asked,No,Yes,Genesee County,not asked,Grand Blanc,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1974,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,Other,Christian,Republican,Not a very strong Republican,In the middle,Married or Remarried,__NA__,4,0,Disabled,__NA__,"$50,000 to $59,999",A suburb,__NA__,No,Did not vote for President,Did not vote for President,48439,Yes,Hardly at all,Once a week,Yes,Very important,Several times a day,8-Sep-22,8-Sep-22
1948049225,.9850604091471939,1.157761737,0.913383428,0.913383428,0.911039464,.9228612450032611,1.167102726,1.160353165,1.257898898,About the same,About the same,Not so good,Go up,About the same,Neither good nor bad/Stay the same,Inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,In the middle,I don’t know,Oppose,Legal under any circumstances,Pro-choice,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Some of the time,Some of the time,Some of the time,Inflation,Disapprove,"No, not treated less fairly","No, not treated less fairly",I don’t know,"No, not treated less fairly","No, not treated less fairly",I’m white and could really use housing assistance. A black person with my same needs and financial situation will get approved for help long before I will,not asked,No,not asked,Macomb County,not asked,Clinton Township,Yes,not asked,not asked,Disagree,Disagree,Disagree,Disagree,No,Somewhat important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1967,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Very conservative,Divorced,__NA__,1,0,Disabled,__NA__,"$20,000 to $29,999",A suburb,__NA__,No,Donald Trump,Donald Trump,48038,Yes,Some of the time,A few times a year,No,Somewhat important,Several times a day,8-Sep-22,8-Sep-22
1947745527,0.667039346,1.070359424,0.751281527,0.751281527,0.780432355,0.780432355,0.576115735,0.629254787,0.629254787,Better off,About the same,Just fair,Go down,About the same,Neither good nor bad/Stay the same,High cost of health insurance,Good,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Some of the time,Some of the time,Some of the time,Better healthcare,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I wonder about my health. Are my doctors treating me fairly.,No,No,not asked,Wayne County,Yes,__NA__,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1962,2nd year college,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,Other,Christian,Democrat,Strong Democrat,Somewhat liberal,"Single, never been married",__NA__,1,0,Work full-time,__NA__,"$40,000 to $49,999",Urban community,__NA__,No,Hillary Clinton,Joe Biden,48201,Yes,Most of the time,Seldom,No,Somewhat important,A few times a week,8-Sep-22,8-Sep-22
1950472991,0.65906569,0.933840689,1.303620685,1.303620685,1.300275278,1.341265572,1.130687274,1.124148309,.9957049120639651,About the same,Better off,Just fair,Go down,About the same,Bad times,Lack of opportunities,Fair,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Somewhat liberal,Somewhat liberal,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,skipped,Some of the time,Some of the time,Inflation,Disapprove,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly", ,No,No,No,Tuscola County,not asked,Fremont,Yes,not asked,not asked,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1969,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Democrat,Closer to the liberal side,Married or Remarried,__NA__,2,0,Work full-time,__NA__,"$50,000 to $59,999",Rural community,__NA__,No,Hillary Clinton,Joe Biden,48744,Yes,Some of the time,Seldom,No,Not too important,A few times a week,8-Sep-22,8-Sep-22
